Date	Type	Raion	Location	Name	Question	TypeQuestion	Answer
2014-02-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Did you library receive any capital donations (e.g., buildings, infrastructure)?	dropdown	No
2014-02-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total number of consultations in June	numeric	331
2014-02-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Communication	numeric	78
2014-02-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Education	numeric	86
2014-02-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Culture and Leisure	numeric	111
2014-02-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Electronic Governance	numeric	6
2014-02-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Health	numeric	21
2014-02-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Economic Development	numeric	12
2014-02-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Digital Inclusion	numeric	17
2014-02-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Other consultations	textaria	
2014-02-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Topic/title of each training 	text	
2014-02-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Date of training, start	datepiker	
2014-02-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Date of training end	datepiker	
2014-02-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	The total hours per training	numeric	
2014-02-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Number of trained persons	numeric	
2014-02-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	The group of the participants	text	
2014-02-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Partners, contributions	textaria	
2014-02-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Topic/title of training	text	
2014-02-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Date of training, start	datepiker	
2014-02-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Date of training end	datepiker	
2014-02-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total number of hours per training, duration in hours	numeric	
2014-02-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Number of trained persons	numeric	
2014-02-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Target group of participants	text	
2014-02-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Partners, contributions	textaria	
2014-02-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Topic/title of training	text	
2014-02-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Date of training, start	datepiker	
2014-02-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Date of training end	datepiker	
2014-02-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total number of hours per training, duration in hours	numeric	
2014-02-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Number of trained persons	numeric	
2014-02-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Target group of participants	text	
2014-02-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Partners, contributions	textaria	
2014-02-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Success stories (max. 1000 symbols)	textaria	Sa afirm,ca NOVATECA a schimbat din radacina activitatea bibliotecii noastre imi pare ca as zice putin.Numarul bineficiarilor a crescut simtitor.Avem bineficiari de mult trecuti de prima tinerete datorita NOVATECII.Oamenii din comuna noastra au unde isi petrece timpul liber,unde sa-si satisfaca cerintele informationale.Istorii de succes mai mari, mai mici persista in activitatea noastra.Fenomenul ca biblioteca este aglomerata este-si si aceasta o istorie de su cces a noastra zilnica. Istoria de succes a lunii februarie a fost istoria unei rusoaice stabilita la noi in comunitate 20 da ani in urma.Din lipsa banilor de atunci n-a mai fost la bastina.Plingea cind si-a vazut rudele prin SKUPE.N-am negat nici odata importanta cartii si nici nu o voi nega, avind in spate o experienta.Dar parerea mea este ca ochii bibliotecii sunt calculatoarele,iar sufletul sunt cartile.Multumim pentru NOVATECA.
2014-02-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Upload photos	file	
2014-02-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Upload other documents	file	
2014-02-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Success stories	textaria	
2014-02-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Upload photos	file	
2014-02-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Upload other documents	file	
2014-02-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Success stories	textaria	
2014-02-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Upload photos	file	
2014-02-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Upload other documents	file	
2014-02-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Add a question	textaria	
2014-02-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Add a feedback	textaria	
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Number of all new unique users to library 	numeric	43
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total number of registered/unique users of each gender (female) 	numeric	31
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total number of registered/unic users of each gender (male)	numeric	12
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	0-16 years	numeric	21
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	17-30 year	numeric	15
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	31-57 year	numeric	7
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	58 - ... year	numeric	0
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total number of physical visits during this month 	numeric	914
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Does your library have a web page either on your own site or on social media?	dropdown	Yes
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	If answered yes to previous question, indicate number of visits.	numeric	186
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Number of unique individuals using Novateca workstations 	numeric	523
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Number of unique individuals using  non-Novateca workstations 	numeric	0
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total number of loans of library materials 	numeric	1002
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total number of event visitors/persons	numeric	228
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	New services and activities, including on computers  	textaria	SKUPE-50,YOUTUBE-226,informatii din internet-132.Comunicari online cu familia,educatie vizionari de filme,muzica,desene animate,despre economie, meteo, sanatate,evenimente culturale...
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	How many people work in the library? Please include all staff members (librarians & support).	numeric	2
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Did you library receive any technology donations (e.g. hardware, software)? Do not include Novateca.	dropdown	Nu
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Did your library have any volunteers that help with your work?	dropdown	Yes
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Did you library receive any capital donations (e.g., buildings, infrastructure)?	dropdown	No
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total number of consultations	numeric	
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Communication	numeric	
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Education	numeric	
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Culture and Leisure	numeric	
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Electronic Governance	numeric	
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Health	numeric	
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Economic Development	numeric	
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Digital Inclusion	numeric	
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Other consultations	textaria	
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Topic/title of each training 	text	
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Date of training, start	datepiker	
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Date of training end	datepiker	
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	The total hours per training	numeric	
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Number of trained persons	numeric	
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	The group of the participants	text	
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Partners, contributions	textaria	
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Topic/title of training	text	
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Date of training, start	datepiker	
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Date of training end	datepiker	
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total number of hours per training, duration in hours	numeric	
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Number of trained persons	numeric	
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Target group of participants	text	
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Partners, contributions	textaria	
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Topic/title of training	text	
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Date of training, start	datepiker	
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Date of training end	datepiker	
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Total number of hours per training, duration in hours	numeric	
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Number of trained persons	numeric	
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Target group of participants	text	
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Partners, contributions	textaria	
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Success stories (max. 1000 symbols)	textaria	NOVATECA a intors bineficiarii in biblioteca.Istorii de succes pot zice ca avem mai multe.Vreu sa ma opresc la cea, care m-a impresionat mai mult.Am primit un telefon de la odoamna din Chisinau, fiica unei mame ramasa in comunitate singura si bolnava.Doamna imi multumeste, ca mama are unde sa se duca si sa mai uite din necazurile batrinetei.Si este linistita,ca atunci cind o suna, foarte des mama ii raspunde  ca este la biblioteca, la calculator.Am primit multumirea, dar i-m zis ca aceasta multumire trebuieste adresata mai mult pentru programa NOVATECA.Multumim tuturor celor,care au contribuit la aceia ca noi astazi sa avem aceste calculatoare.Va dorim sarbatori fericite cu sosirea SFINTELUI PASTE.
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Upload photos	file	
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Upload other documents	file	
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Success stories	textaria	
2014-03-01	rural	Causeni	Taraclia	Biblioteca Publica de Copii Taraclia	Upload photos	file	
